event_id,timestamp,datetime,tier,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_transferred,raw_payload,attack_type,kill_chain_stage,campaign_id,is_attack
EVT_0000122,1785555045.0,2026-08-01T08:30:45,Tier1_Firewall,198.51.100.194,10.0.1.16,40123,53,TCP,DENY,1216.0,Jan 14 00:01:13 dnsmasq[14919]: reply 3x6-.405-.FQVNGZX1tA7BBAfPfdPaoMaormqlpeCWNmz/4RgjhHL90EBSORkS/BaA8wJA-.SPvyiYCNG8d3dQKHmjAIthbn2u59sAE5DjfnDEQVYLmpK34JU6LFZvwPnm9w-.fDqcHMe3fqnPfG9K2kjY5SscsIki3pB8BIQZotPuEvsHZctjbF*od7gak5tR-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz is 10.195.1,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000123,1785555060.0,2026-08-01T08:31:00,Tier1_Firewall,198.51.100.194,10.0.1.16,40124,53,TCP,DENY,1248.0,Jan 14 00:01:30 dnsmasq[14919]: query[A] 3x6-.406-.vrs4koLnwSxLwcIDlpl0zO/oe47WvuQ7dCXlISlRtoljUkFBD4fSbUyLT9lB-.yPu3m1iIm7Q6fjBkaSRU2UyOv/yZJGwwUja*WGk52qgrm5uDc3fe*AVZGd6Q-.ot83LjGrZZYAowWLE7AETX/2YVasz4TNwzMG30WO/b5LWPZvpnR5t5QfMuCu-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz from 192,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000124,1785555075.0,2026-08-01T08:31:15,Tier1_Firewall,198.51.100.194,10.0.1.16,40125,53,TCP,DENY,1240.0,Jan 14 00:01:30 dnsmasq[14919]: forwarded 3x6-.406-.vrs4koLnwSxLwcIDlpl0zO/oe47WvuQ7dCXlISlRtoljUkFBD4fSbUyLT9lB-.yPu3m1iIm7Q6fjBkaSRU2UyOv/yZJGwwUja*WGk52qgrm5uDc3fe*AVZGd6Q-.ot83LjGrZZYAowWLE7AETX/2YVasz4TNwzMG30WO/b5LWPZvpnR5t5QfMuCu-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz to 10.2,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000125,1785555090.0,2026-08-01T08:31:30,Tier1_Firewall,198.51.100.194,10.0.1.16,40126,53,TCP,DENY,1216.0,Jan 14 00:01:30 dnsmasq[14919]: reply 3x6-.406-.vrs4koLnwSxLwcIDlpl0zO/oe47WvuQ7dCXlISlRtoljUkFBD4fSbUyLT9lB-.yPu3m1iIm7Q6fjBkaSRU2UyOv/yZJGwwUja*WGk52qgrm5uDc3fe*AVZGd6Q-.ot83LjGrZZYAowWLE7AETX/2YVasz4TNwzMG30WO/b5LWPZvpnR5t5QfMuCu-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz is 10.195.1,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000126,1785555105.0,2026-08-01T08:31:45,Tier1_Firewall,198.51.100.194,10.0.1.16,40127,53,TCP,DENY,1248.0,Jan 14 00:01:45 dnsmasq[14919]: query[A] 3x6-.407-.PQ0ku*t09WqVLp4K2NEFbZbPHt/hC3hbcRV/sOfMW6IFzTBAfya256cYaXty-.WRKPYOvWwARNG48aNr6UTsgWZrFWge/PjUQus1PIlakOzu7KZ5YjBACo2bdG-.uXOdwNUmDOutX1FvIN*AMID8dBMRw1hx5I9b8SM5AtCm7Tt4zttGmlwRe3Zu-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz from 192,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000127,1785555120.0,2026-08-01T08:32:00,Tier1_Firewall,198.51.100.194,10.0.1.16,40128,53,TCP,DENY,1240.0,Jan 14 00:01:45 dnsmasq[14919]: forwarded 3x6-.407-.PQ0ku*t09WqVLp4K2NEFbZbPHt/hC3hbcRV/sOfMW6IFzTBAfya256cYaXty-.WRKPYOvWwARNG48aNr6UTsgWZrFWge/PjUQus1PIlakOzu7KZ5YjBACo2bdG-.uXOdwNUmDOutX1FvIN*AMID8dBMRw1hx5I9b8SM5AtCm7Tt4zttGmlwRe3Zu-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz to 10.2,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000128,1785555135.0,2026-08-01T08:32:15,Tier1_Firewall,198.51.100.194,10.0.1.16,40129,53,TCP,DENY,1216.0,Jan 14 00:01:45 dnsmasq[14919]: reply 3x6-.407-.PQ0ku*t09WqVLp4K2NEFbZbPHt/hC3hbcRV/sOfMW6IFzTBAfya256cYaXty-.WRKPYOvWwARNG48aNr6UTsgWZrFWge/PjUQus1PIlakOzu7KZ5YjBACo2bdG-.uXOdwNUmDOutX1FvIN*AMID8dBMRw1hx5I9b8SM5AtCm7Tt4zttGmlwRe3Zu-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz is 10.195.1,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000129,1785555150.0,2026-08-01T08:32:30,Tier1_Firewall,198.51.100.194,10.0.1.16,40130,53,TCP,DENY,1248.0,Jan 14 00:01:58 dnsmasq[14919]: query[A] 3x6-.408-.j1J*o8u4cWX737Q28H4Zy8FdTaZdDorVXpjnn8MtZqOnJVKkFVyTNpd50vMo-.WICXcJPb2H5v2/SrJog//nQX//XBsP4APMZaY3XbYZkfmD4W16z5k*scYK0O-.A8QWmYOuDUijogHMPPqhT9OLFOqThLs3nWMMXvwjDFMhGuUW4FgAGm8DHjz2-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz from 192,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000130,1785555165.0,2026-08-01T08:32:45,Tier1_Firewall,198.51.100.194,10.0.1.16,40131,53,TCP,DENY,1240.0,Jan 14 00:01:58 dnsmasq[14919]: forwarded 3x6-.408-.j1J*o8u4cWX737Q28H4Zy8FdTaZdDorVXpjnn8MtZqOnJVKkFVyTNpd50vMo-.WICXcJPb2H5v2/SrJog//nQX//XBsP4APMZaY3XbYZkfmD4W16z5k*scYK0O-.A8QWmYOuDUijogHMPPqhT9OLFOqThLs3nWMMXvwjDFMhGuUW4FgAGm8DHjz2-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz to 10.2,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000131,1785555180.0,2026-08-01T08:33:00,Tier1_Firewall,198.51.100.194,10.0.1.16,40132,53,TCP,DENY,1216.0,Jan 14 00:01:58 dnsmasq[14919]: reply 3x6-.408-.j1J*o8u4cWX737Q28H4Zy8FdTaZdDorVXpjnn8MtZqOnJVKkFVyTNpd50vMo-.WICXcJPb2H5v2/SrJog//nQX//XBsP4APMZaY3XbYZkfmD4W16z5k*scYK0O-.A8QWmYOuDUijogHMPPqhT9OLFOqThLs3nWMMXvwjDFMhGuUW4FgAGm8DHjz2-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz is 10.195.1,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000132,1785555195.0,2026-08-01T08:33:15,Tier1_Firewall,198.51.100.194,10.0.1.16,40133,53,TCP,DENY,1248.0,Jan 14 00:02:13 dnsmasq[14919]: query[A] 3x6-.409-.eBQK5qJSFsABCh*HoPBZW9exDzOgs3wJp9rMeQt1r7Mi7hVz*o74FIzkKv02-.4qbrMSAftT5tg0sy0B4BGFelCH1k*1riKsak6Y1uQxGMYi*4q3*3*tgo3Xxv-.XJPRWHMSAdeUDHsxQcc8yVuWtnzI*2h*Kl9DyXo1Oc2UuiIbx/qaH9PROP6k-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz from 192,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000133,1785555210.0,2026-08-01T08:33:30,Tier1_Firewall,198.51.100.194,10.0.1.16,40134,53,TCP,DENY,1240.0,Jan 14 00:02:13 dnsmasq[14919]: forwarded 3x6-.409-.eBQK5qJSFsABCh*HoPBZW9exDzOgs3wJp9rMeQt1r7Mi7hVz*o74FIzkKv02-.4qbrMSAftT5tg0sy0B4BGFelCH1k*1riKsak6Y1uQxGMYi*4q3*3*tgo3Xxv-.XJPRWHMSAdeUDHsxQcc8yVuWtnzI*2h*Kl9DyXo1Oc2UuiIbx/qaH9PROP6k-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz to 10.2,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000134,1785555225.0,2026-08-01T08:33:45,Tier1_Firewall,198.51.100.194,10.0.1.16,40135,53,TCP,DENY,1216.0,Jan 14 00:02:13 dnsmasq[14919]: reply 3x6-.409-.eBQK5qJSFsABCh*HoPBZW9exDzOgs3wJp9rMeQt1r7Mi7hVz*o74FIzkKv02-.4qbrMSAftT5tg0sy0B4BGFelCH1k*1riKsak6Y1uQxGMYi*4q3*3*tgo3Xxv-.XJPRWHMSAdeUDHsxQcc8yVuWtnzI*2h*Kl9DyXo1Oc2UuiIbx/qaH9PROP6k-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz is 10.195.1,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000135,1785555240.0,2026-08-01T08:34:00,Tier1_Firewall,198.51.100.194,10.0.1.16,40136,53,TCP,DENY,1248.0,Jan 14 00:02:32 dnsmasq[14919]: query[A] 3x6-.410-.E3gtONnzbxt1a48zvDdFodU9L/Tlza8FXu0E7Mj2Jib7HHeOMNGWVW*vLBU3-.tdyv/lbSWylioXzjY9GkaSPP/M1eSCNe06pkgxqPUkJikrqs1TRnad/TItn/-.PqQwGsH1quJYCSz3vj4kQmb84w8nhg2v*ftnVT3eQOip5FhhobzMgllZnRrh-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz from 192,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000136,1785555255.0,2026-08-01T08:34:15,Tier1_Firewall,198.51.100.194,10.0.1.16,40137,53,TCP,DENY,1240.0,Jan 14 00:02:32 dnsmasq[14919]: forwarded 3x6-.410-.E3gtONnzbxt1a48zvDdFodU9L/Tlza8FXu0E7Mj2Jib7HHeOMNGWVW*vLBU3-.tdyv/lbSWylioXzjY9GkaSPP/M1eSCNe06pkgxqPUkJikrqs1TRnad/TItn/-.PqQwGsH1quJYCSz3vj4kQmb84w8nhg2v*ftnVT3eQOip5FhhobzMgllZnRrh-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz to 10.2,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000137,1785555270.0,2026-08-01T08:34:30,Tier1_Firewall,198.51.100.194,10.0.1.16,40138,53,TCP,DENY,1216.0,Jan 14 00:02:32 dnsmasq[14919]: reply 3x6-.410-.E3gtONnzbxt1a48zvDdFodU9L/Tlza8FXu0E7Mj2Jib7HHeOMNGWVW*vLBU3-.tdyv/lbSWylioXzjY9GkaSPP/M1eSCNe06pkgxqPUkJikrqs1TRnad/TItn/-.PqQwGsH1quJYCSz3vj4kQmb84w8nhg2v*ftnVT3eQOip5FhhobzMgllZnRrh-.customers_2013.xlsx.kiirjekuimkpcrcioastvkeodpnimx.biz is 10.195.1,dnsteal,1,CAMPAIGN_SANTOS,1
EVT_0000138,1785555285.0,2026-08-01T08:34:45,Tier3_Endpoint,198.51.100.194,10.0.1.11,40139,22,PROCESS,EXECUTE,756.0,"type=SERVICE_START msg=audit(1642317378.019:579): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=ut comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",dnsteal,3,CAMPAIGN_SANTOS,1
EVT_0000139,1785555300.0,2026-08-01T08:35:00,Tier3_Endpoint,198.51.100.194,10.0.1.11,40140,22,PROCESS,EXECUTE,752.0,"type=SERVICE_STOP msg=audit(1642317378.019:580): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=ut comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",dnsteal,3,CAMPAIGN_SANTOS,1
EVT_0000140,1785555315.0,2026-08-01T08:35:15,Tier3_Endpoint,198.51.100.194,10.0.1.41,40141,22,PROCESS,EXECUTE,320.0,Jan 17 11:58:17 intranet-server su[20749]: Successful su for gmorgan by www-data,attacker_change_user,3,CAMPAIGN_SANTOS,1
EVT_0000141,1785555330.0,2026-08-01T08:35:30,Tier3_Endpoint,198.51.100.194,10.0.1.41,40142,22,PROCESS,EXECUTE,288.0,Jan 17 11:58:17 intranet-server su[20749]: + /dev/pts/1 www-data:gmorgan,attacker_change_user,3,CAMPAIGN_SANTOS,1
EVT_0000142,1785555345.0,2026-08-01T08:35:45,Tier3_Endpoint,198.51.100.194,10.0.1.41,40143,22,PROCESS,EXECUTE,432.0,Jan 17 11:58:17 intranet-server su[20749]: pam_unix(su:session): session opened for user gmorgan by (uid=33),attacker_change_user,3,CAMPAIGN_SANTOS,1
EVT_0000143,1785555360.0,2026-08-01T08:36:00,Tier3_Endpoint,198.51.100.194,10.0.1.41,40144,22,PROCESS,EXECUTE,336.0,Jan 17 11:58:17 intranet-server systemd-logind[987]: New session c1 of user gmorgan.,attacker_change_user,3,CAMPAIGN_SANTOS,1
EVT_0000144,1785555375.0,2026-08-01T08:36:15,Tier3_Endpoint,198.51.100.194,10.0.1.41,40145,22,PROCESS,EXECUTE,460.0,Jan 17 11:58:17 intranet-server systemd: pam_unix(systemd-user:session): session opened for user gmorgan by (uid=0),attacker_change_user,3,CAMPAIGN_SANTOS,1
EVT_0000145,1785555390.0,2026-08-01T08:36:30,Tier3_Endpoint,198.51.100.194,10.0.1.41,40146,22,PROCESS,EXECUTE,612.0,Jan 17 11:58:27 intranet-server sudo:  gmorgan : TTY=pts/1 ; PWD=/var/www/intranet.smith.santos.com/wp-content/uploads/2022/01 ; USER=root ; COMMAND=list,escalated_command,3,CAMPAIGN_SANTOS,1
EVT_0000146,1785555405.0,2026-08-01T08:36:45,Tier3_Endpoint,198.51.100.194,10.0.1.41,40147,22,PROCESS,EXECUTE,676.0,Jan 17 11:58:29 intranet-server sudo:  gmorgan : TTY=pts/1 ; PWD=/var/www/intranet.smith.santos.com/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/cat /etc/shadow,escalated_command,3,CAMPAIGN_SANTOS,1
EVT_0000147,1785555420.0,2026-08-01T08:37:00,Tier3_Endpoint,198.51.100.194,10.0.1.41,40148,22,PROCESS,EXECUTE,404.0,Jan 17 11:58:29 intranet-server sudo: pam_unix(sudo:session): session opened for user root by (uid=0),escalated_command,3,CAMPAIGN_SANTOS,1
EVT_0000148,1785555435.0,2026-08-01T08:37:15,Tier3_Endpoint,198.51.100.194,10.0.1.41,40149,22,PROCESS,EXECUTE,360.0,Jan 17 11:58:29 intranet-server sudo: pam_unix(sudo:session): session closed for user root,escalated_command,3,CAMPAIGN_SANTOS,1
EVT_0000149,1785555450.0,2026-08-01T08:37:30,Tier3_Endpoint,198.51.100.194,10.0.1.41,40150,22,PROCESS,EXECUTE,672.0,Jan 17 11:58:54 intranet-server sudo:  gmorgan : TTY=pts/1 ; PWD=/var/www/intranet.smith.santos.com/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/ls -laR /root/,escalated_command,3,CAMPAIGN_SANTOS,1
EVT_0000150,1785555465.0,2026-08-01T08:37:45,Tier3_Endpoint,198.51.100.194,10.0.1.41,40151,22,PROCESS,EXECUTE,404.0,Jan 17 11:58:54 intranet-server sudo: pam_unix(sudo:session): session opened for user root by (uid=0),escalated_command,3,CAMPAIGN_SANTOS,1
EVT_0000151,1785555480.0,2026-08-01T08:38:00,Tier3_Endpoint,198.51.100.194,10.0.1.41,40152,22,PROCESS,EXECUTE,360.0,Jan 17 11:58:54 intranet-server sudo: pam_unix(sudo:session): session closed for user root,escalated_command,3,CAMPAIGN_SANTOS,1
EVT_0000152,1785555495.0,2026-08-01T08:38:15,Tier3_Endpoint,198.51.100.194,10.0.1.41,40153,22,PROCESS,EXECUTE,328.0,"172.21.128.119 - - [17/Jan/2022:11:21:38 +0000] ""GET / HTTP/1.0"" 200 17642 ""-"" ""-""",service_scan,3,CAMPAIGN_SANTOS,1
EVT_0000153,1785555510.0,2026-08-01T08:38:30,Tier3_Endpoint,198.51.100.194,10.0.1.41,40154,22,PROCESS,EXECUTE,328.0,"172.21.128.119 - - [17/Jan/2022:11:21:44 +0000] ""GET / HTTP/1.0"" 200 11546 ""-"" ""-""",service_scan,3,CAMPAIGN_SANTOS,1
EVT_0000154,1785555525.0,2026-08-01T08:38:45,Tier3_Endpoint,198.51.100.194,10.0.1.41,40155,22,PROCESS,EXECUTE,728.0,"172.21.128.119 - - [17/Jan/2022:11:21:46 +0000] ""GET /nmaplowercheck1642418506 HTTP/1.1"" 404 360 ""-"" ""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000155,1785555540.0,2026-08-01T08:39:00,Tier3_Endpoint,198.51.100.194,10.0.1.41,40156,22,PROCESS,EXECUTE,648.0,"172.21.128.119 - - [17/Jan/2022:11:21:46 +0000] ""POST /sdk HTTP/1.1"" 404 360 ""-"" ""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000156,1785555555.0,2026-08-01T08:39:15,Tier3_Endpoint,198.51.100.194,10.0.1.41,40157,22,PROCESS,EXECUTE,652.0,"172.21.128.119 - - [17/Jan/2022:11:21:46 +0000] ""POST /sdk HTTP/1.1"" 404 3269 ""-"" ""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000157,1785555570.0,2026-08-01T08:39:30,Tier3_Endpoint,198.51.100.194,10.0.1.41,40158,22,PROCESS,EXECUTE,328.0,"172.21.128.119 - - [17/Jan/2022:11:21:46 +0000] ""GET / HTTP/1.0"" 200 17642 ""-"" ""-""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000158,1785555585.0,2026-08-01T08:39:45,Tier3_Endpoint,198.51.100.194,10.0.1.41,40159,22,PROCESS,EXECUTE,732.0,"172.21.128.119 - - [17/Jan/2022:11:21:46 +0000] ""GET /nmaplowercheck1642418506 HTTP/1.1"" 404 3269 ""-"" ""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000159,1785555600.0,2026-08-01T08:40:00,Tier3_Endpoint,198.51.100.194,10.0.1.41,40160,22,PROCESS,EXECUTE,328.0,"172.21.128.119 - - [17/Jan/2022:11:21:46 +0000] ""GET / HTTP/1.0"" 200 20670 ""-"" ""-""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000160,1785555615.0,2026-08-01T08:40:15,Tier3_Endpoint,198.51.100.194,10.0.1.41,40161,22,PROCESS,EXECUTE,652.0,"172.21.128.119 - - [17/Jan/2022:11:21:46 +0000] ""GET /HNAP1 HTTP/1.1"" 404 360 ""-"" ""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000161,1785555630.0,2026-08-01T08:40:30,Tier3_Endpoint,198.51.100.194,10.0.1.41,40162,22,PROCESS,EXECUTE,656.0,"172.21.128.119 - - [17/Jan/2022:11:21:46 +0000] ""GET /HNAP1 HTTP/1.1"" 404 3269 ""-"" ""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000162,1785555645.0,2026-08-01T08:40:45,Tier3_Endpoint,198.51.100.194,10.0.1.41,40163,22,PROCESS,EXECUTE,328.0,"172.21.128.119 - - [17/Jan/2022:11:21:46 +0000] ""GET / HTTP/1.1"" 200 17679 ""-"" ""-""",service_scan,3,CAMPAIGN_SANTOS,1
EVT_0000163,1785555660.0,2026-08-01T08:41:00,Tier3_Endpoint,198.51.100.194,10.0.1.41,40164,22,PROCESS,EXECUTE,328.0,"172.21.128.119 - - [17/Jan/2022:11:21:46 +0000] ""GET / HTTP/1.1"" 200 20773 ""-"" ""-""",service_scan,3,CAMPAIGN_SANTOS,1
EVT_0000164,1785555675.0,2026-08-01T08:41:15,Tier3_Endpoint,198.51.100.194,10.0.1.41,40165,22,PROCESS,EXECUTE,564.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /randomfile1 HTTP/1.1"" 404 3365 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000165,1785555690.0,2026-08-01T08:41:30,Tier3_Endpoint,198.51.100.194,10.0.1.41,40166,22,PROCESS,EXECUTE,540.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /frand2 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000166,1785555705.0,2026-08-01T08:41:45,Tier3_Endpoint,198.51.100.194,10.0.1.41,40167,22,PROCESS,EXECUTE,568.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.bash_history HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000167,1785555720.0,2026-08-01T08:42:00,Tier3_Endpoint,198.51.100.194,10.0.1.41,40168,22,PROCESS,EXECUTE,544.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.bashrc HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000168,1785555735.0,2026-08-01T08:42:15,Tier3_Endpoint,198.51.100.194,10.0.1.41,40169,22,PROCESS,EXECUTE,540.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.cache HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000169,1785555750.0,2026-08-01T08:42:30,Tier3_Endpoint,198.51.100.194,10.0.1.41,40170,22,PROCESS,EXECUTE,544.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.config HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000170,1785555765.0,2026-08-01T08:42:45,Tier3_Endpoint,198.51.100.194,10.0.1.41,40171,22,PROCESS,EXECUTE,532.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.cvs HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000171,1785555780.0,2026-08-01T08:43:00,Tier3_Endpoint,198.51.100.194,10.0.1.41,40172,22,PROCESS,EXECUTE,556.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.cvsignore HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000172,1785555795.0,2026-08-01T08:43:15,Tier3_Endpoint,198.51.100.194,10.0.1.41,40173,22,PROCESS,EXECUTE,548.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.forward HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000173,1785555810.0,2026-08-01T08:43:30,Tier3_Endpoint,198.51.100.194,10.0.1.41,40174,22,PROCESS,EXECUTE,552.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.git/HEAD HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000174,1785555825.0,2026-08-01T08:43:45,Tier3_Endpoint,198.51.100.194,10.0.1.41,40175,22,PROCESS,EXECUTE,548.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.history HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000175,1785555840.0,2026-08-01T08:44:00,Tier3_Endpoint,198.51.100.194,10.0.1.41,40176,22,PROCESS,EXECUTE,532.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.hta HTTP/1.1"" 403 366 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000176,1785555855.0,2026-08-01T08:44:15,Tier3_Endpoint,198.51.100.194,10.0.1.41,40177,22,PROCESS,EXECUTE,536.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.hta_ HTTP/1.1"" 403 366 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000177,1785555870.0,2026-08-01T08:44:30,Tier3_Endpoint,198.51.100.194,10.0.1.41,40178,22,PROCESS,EXECUTE,552.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.htaccess HTTP/1.1"" 403 366 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000178,1785555885.0,2026-08-01T08:44:45,Tier3_Endpoint,198.51.100.194,10.0.1.41,40179,22,PROCESS,EXECUTE,556.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.htaccess_ HTTP/1.1"" 403 366 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000179,1785555900.0,2026-08-01T08:45:00,Tier3_Endpoint,198.51.100.194,10.0.1.41,40180,22,PROCESS,EXECUTE,552.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.htpasswd HTTP/1.1"" 403 366 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000180,1785555915.0,2026-08-01T08:45:15,Tier3_Endpoint,198.51.100.194,10.0.1.41,40181,22,PROCESS,EXECUTE,556.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.htpasswd_ HTTP/1.1"" 403 366 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
EVT_0000181,1785555930.0,2026-08-01T08:45:30,Tier3_Endpoint,198.51.100.194,10.0.1.41,40182,22,PROCESS,EXECUTE,548.0,"172.21.128.119 - - [17/Jan/2022:11:22:02 +0000] ""GET /.listing HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",attacker_http,3,CAMPAIGN_SANTOS,1
